eBird_count,eBird_code,State,County,PerCapitaIncome,Population
248,US-GA-319,Georgia,Wilkinson,17228,9520
775,US-GA-321,Georgia,Worth,18551,21670
64036,US-HI-001,Hawaii,Hawaii,24635,187044
29182,US-HI-003,Hawaii,Honolulu,30361,964678
67,US-HI-005,Hawaii,Kalawao,45515,71
22715,US-HI-007,Hawaii,Kauai,26658,67872
18525,US-HI-009,Hawaii,Maui,29517,156633
52621,US-ID-001,Idaho,Ada,27452,401673
3830,US-ID-003,Idaho,Adams,21555,3937
4067,US-ID-005,Idaho,Bannock,21327,83091
1029,US-ID-007,Idaho,Bear Lake,21853,5957
2805,US-ID-009,Idaho,Benewah,20198,9186
1521,US-ID-011,Idaho,Bingham,18872,45485
6964,US-ID-013,Idaho,Blaine,35524,21294
4100,US-ID-015,Idaho,Boise,24324,6944
5647,US-ID-017,Idaho,Bonner,23221,40743
4495,US-ID-019,Idaho,Bonneville,22657,105580
2972,US-ID-021,Idaho,Boundary,19877,10866
1374,US-ID-023,Idaho,Butte,20995,2786
1087,US-ID-025,Idaho,Camas,21830,1267
15529,US-ID-027,Idaho,Canyon,17755,192153
680,US-ID-029,Idaho,Caribou,23586,6867
6260,US-ID-031,Idaho,Cassia,17801,23054
711,US-ID-033,Idaho,Clark,20032,751
1125,US-ID-035,Idaho,Clearwater,20256,8638
4348,US-ID-037,Idaho,Custer,23965,4331
4890,US-ID-039,Idaho,Elmore,20646,26528
473,US-ID-041,Idaho,Franklin,17620,12801
5394,US-ID-043,Idaho,Fremont,19475,13088
1337,US-ID-045,Idaho,Gem,20250,16722
2996,US-ID-047,Idaho,Gooding,18373,15278
4184,US-ID-049,Idaho,Idaho,19168,16269
5282,US-ID-051,Idaho,Jefferson,19598,26389
822,US-ID-053,Idaho,Jerome,17182,22391
9527,US-ID-055,Idaho,Kootenai,24685,140785
26640,US-ID-057,Idaho,Latah,22322,37636
3951,US-ID-059,Idaho,Lemhi,23998,7853
433,US-ID-061,Idaho,Lewis,19910,3851
327,US-ID-063,Idaho,Lincoln,16530,5221
2052,US-ID-065,Idaho,Madison,15133,37542
1544,US-ID-067,Idaho,Minidoka,19597,20104
8407,US-ID-069,Idaho,Nez Perce,24257,39458
1063,US-ID-071,Idaho,Oneida,18920,4257
7978,US-ID-073,Idaho,Owyhee,15945,11474
2198,US-ID-075,Idaho,Payette,19165,22629
2008,US-ID-077,Idaho,Power,17684,7756
2342,US-ID-079,Idaho,Shoshone,20487,12729
2326,US-ID-081,Idaho,Teton,22436,10141
7528,US-ID-083,Idaho,Twin Falls,20588,78067
8398,US-ID-085,Idaho,Valley,25785,9698
1165,US-ID-087,Idaho,Washington,20380,10094
2809,US-IL-001,Illinois,Adams,24217,67152
2145,US-IL-003,Illinois,Alexander,13619,7980
1196,US-IL-005,Illinois,Bond,23195,17665
2751,US-IL-007,Illinois,Boone,25888,54068
643,US-IL-009,Illinois,Brown,20555,6904
2860,US-IL-011,Illinois,Bureau,26705,34594
1340,US-IL-013,Illinois,Calhoun,26924,5062
3473,US-IL-015,Illinois,Carroll,27118,15199
849,US-IL-017,Illinois,Cass,22257,13530
20233,US-IL-019,Illinois,Champaign,25713,202428
991,US-IL-021,Illinois,Christian,23915,34651
685,US-IL-023,Illinois,Clark,24296,16284
124,US-IL-025,Illinois,Clay,22279,13744
9288,US-IL-027,Illinois,Clinton,27802,37891
9625,US-IL-029,Illinois,Coles,21970,53732
266739,US-IL-031,Illinois,Cook,30183,5212372
167,US-IL-033,Illinois,Crawford,25214,19707
504,US-IL-035,Illinois,Cumberland,22952,11015
5383,US-IL-037,Illinois,DeKalb,23696,104820
2853,US-IL-039,Illinois,De Witt,26704,16511
1293,US-IL-041,Illinois,Douglas,23732,19902
96845,US-IL-043,Illinois,DuPage,38570,922803
440,US-IL-045,Illinois,Edgar,23368,18339
482,US-IL-047,Illinois,Edwards,20898,6695
822,US-IL-049,Illinois,Effingham,27051,34274
1152,US-IL-051,Illinois,Fayette,21523,22088
789,US-IL-053,Illinois,Ford,25448,13991
1663,US-IL-055,Illinois,Franklin,20394,39470
5217,US-IL-057,Illinois,Fulton,22318,36829
258,US-IL-059,Illinois,Gallatin,23862,5516
308,US-IL-061,Illinois,Greene,22307,13778
4754,US-IL-063,Illinois,Grundy,28725,50064
241,US-IL-065,Illinois,Hamilton,21960,8413
854,US-IL-067,Illinois,Hancock,23714,18949
328,US-IL-069,Illinois,Hardin,22366,4273
685,US-IL-071,Illinois,Henderson,25902,7186
3145,US-IL-073,Illinois,Henry,27117,50260
1574,US-IL-075,Illinois,Iroquois,25098,29446
11665,US-IL-077,Illinois,Jackson,20527,60055
1462,US-IL-079,Illinois,Jasper,24174,9680
1812,US-IL-081,Illinois,Jefferson,22620,38769
1449,US-IL-083,Illinois,Jersey,25467,22850
1687,US-IL-085,Illinois,Jo Daviess,29675,22602
3188,US-IL-087,Illinois,Johnson,18763,12665
45021,US-IL-089,Illinois,Kane,30082,518380
15376,US-IL-091,Illinois,Kankakee,23779,112991
10066,US-IL-093,Illinois,Kendall,31276,116366
1858,US-IL-095,Illinois,Knox,22093,52545
85150,US-IL-097,Illinois,Lake,38018,702099
7455,US-IL-099,Illinois,La Salle,25709,113295
266,US-IL-101,Illinois,Lawrence,14147,16702
3214,US-IL-103,Illinois,Lee,25409,35535
1409,US-IL-105,Illinois,Livingston,24952,38687
958,US-IL-107,Illinois,Logan,21445,30177
2074,US-IL-115,Illinois,Macon,26232,110262
575,US-IL-117,Illinois,Macoupin,24658,47462
14463,US-IL-119,Illinois,Madison,27407,268373
1029,US-IL-121,Illinois,Marion,21887,39070
1591,US-IL-123,Illinois,Marshall,25975,12454
6522,US-IL-125,Illinois,Mason,23199,14508
1998,US-IL-127,Illinois,Massac,22047,15282
884,US-IL-109,Illinois,McDonough,20042,32549
23647,US-IL-111,Illinois,McHenry,32341,308060
15113,US-IL-113,Illinois,McLean,30460,171240
4090,US-IL-129,Illinois,Menard,28330,12687
566,US-IL-131,Illinois,Mercer,26620,16325
1557,US-IL-133,Illinois,Monroe,31758,33181
657,US-IL-135,Illinois,Montgomery,19917,29878
1833,US-IL-137,Illinois,Morgan,24337,35424
1277,US-IL-139,Illinois,Moultrie,23786,14869
3124,US-IL-141,Illinois,Ogle,26635,53092
7329,US-IL-143,Illinois,Peoria,28438,187117
743,US-IL-145,Illinois,Perry,19716,22182
2348,US-IL-147,Illinois,Piatt,31190,16620
601,US-IL-149,Illinois,Pike,21344,16337
669,US-IL-151,Illinois,Pope,20448,4383
2346,US-IL-153,Illinois,Pulaski,19867,6035
2872,US-IL-155,Illinois,Putnam,27074,5927
1622,US-IL-157,Illinois,Randolph,21976,33218
332,US-IL-159,Illinois,Richland,23621,16213
5705,US-IL-161,Illinois,Rock Island,26455,147477
1499,US-IL-165,Illinois,Saline,21596,24950
10740,US-IL-167,Illinois,Sangamon,29974,198269
486,US-IL-169,Illinois,Schuyler,23656,7490
304,US-IL-171,Illinois,Scott,24471,5288
862,US-IL-173,Illinois,Shelby,23069,22266
21971,US-IL-163,Illinois,St. Clair,26234,268939
667,US-IL-175,Illinois,Stark,26843,5942
1267,US-IL-177,Illinois,Stephenson,23350,47315
13741,US-IL-179,Illinois,Tazewell,28037,135747
3323,US-IL-181,Illinois,Union,21719,17722
2641,US-IL-183,Illinois,Vermilion,21225,81147
229,US-IL-185,Illinois,Wabash,24096,11848
421,US-IL-187,Illinois,Warren,21832,17762
469,US-IL-189,Illinois,Washington,26325,14626
244,US-IL-191,Illinois,Wayne,22526,16674
1932,US-IL-193,Illinois,White,25375,14630
2828,US-IL-195,Illinois,Whiteside,24525,58150
34128,US-IL-197,Illinois,Will,30377,679688
11467,US-IL-199,Illinois,Williamson,23605,66606
17703,US-IL-201,Illinois,Winnebago,24495,293384
7810,US-IL-203,Illinois,Woodford,30926,38903
512,US-IN-001,Indiana,Adams,20160,34424
9931,US-IN-003,Indiana,Allen,25279,358324
1762,US-IN-005,Indiana,Bartholomew,27359,77930
1645,US-IN-007,Indiana,Benton,23049,8823
653,US-IN-009,Indiana,Blackford,20322,12665
7401,US-IN-011,Indiana,Boone,37482,58009
4435,US-IN-013,Indiana,Brown,25833,15128
466,US-IN-015,Indiana,Carroll,24531,20109
2537,US-IN-017,Indiana,Cass,21700,38802
3711,US-IN-019,Indiana,Clark,24312,111221
931,US-IN-021,Indiana,Clay,21474,26865
564,US-IN-023,Indiana,Clinton,21554,33086
716,US-IN-025,Indiana,Crawford,20504,10656
1027,US-IN-027,Indiana,Daviess,21416,31928
2947,US-IN-029,Indiana,Dearborn,27058,49975
781,US-IN-031,Indiana,Decatur,22046,25939
917,US-IN-033,Indiana,DeKalb,22827,42253
4706,US-IN-035,Indiana,Delaware,20854,117575
1127,US-IN-037,Indiana,Dubois,25589,42103
21980,US-IN-039,Indiana,Elkhart,21109,198662
943,US-IN-041,Indiana,Fayette,18757,24112
2461,US-IN-043,Indiana,Floyd,27185,75120
552,US-IN-045,Indiana,Fountain,23063,17108
1519,US-IN-047,Indiana,Franklin,24085,23042
377,US-IN-049,Indiana,Fulton,21226,20698
8345,US-IN-051,Indiana,Gibson,24258,33514
3659,US-IN-053,Indiana,Grant,20516,69671
14050,US-IN-055,Indiana,Greene,22235,33001
10517,US-IN-057,Indiana,Hamilton,39521,282977
3967,US-IN-059,Indiana,Hancock,28111,70466
8105,US-IN-061,Indiana,Harrison,23244,39213
3129,US-IN-063,Indiana,Hendricks,29830,148623
1848,US-IN-065,Indiana,Henry,20309,49275
452,US-IN-067,Indiana,Howard,24071,82795
3235,US-IN-069,Indiana,Huntington,22601,37044
5523,US-IN-071,Indiana,Jackson,22568,42769
1258,US-IN-073,Indiana,Jasper,24297,33398
756,US-IN-075,Indiana,Jay,19236,21333
815,US-IN-077,Indiana,Jefferson,21524,32449
935,US-IN-079,Indiana,Jennings,20109,28324
6453,US-IN-081,Indiana,Johnson,28575,141796
1992,US-IN-083,Indiana,Knox,21047,38266
3521,US-IN-085,Indiana,Kosciusko,24881,77527
6475,US-IN-087,Indiana,LaGrange,19356,37463
17139,US-IN-089,Indiana,Lake,23918,494250
7610,US-IN-091,Indiana,LaPorte,22852,111310
3624,US-IN-093,Indiana,Lawrence,22169,46053
3274,US-IN-095,Indiana,Madison,21527,131027
33265,US-IN-097,Indiana,Marion,24124,912242
1111,US-IN-099,Indiana,Marshall,21933,47057
773,US-IN-101,Indiana,Martin,22817,10269
1317,US-IN-103,Indiana,Miami,20475,36624
22937,US-IN-105,Indiana,Monroe,23032,139634
2386,US-IN-107,Indiana,Montgomery,22679,38215
2223,US-IN-109,Indiana,Morgan,25781,69217
7039,US-IN-111,Indiana,Newton,25594,14151
5054,US-IN-113,Indiana,Noble,21889,47509
210,US-IN-115,Indiana,Ohio,25443,6075
1494,US-IN-117,Indiana,Orange,18576,19829
1277,US-IN-119,Indiana,Owen,21318,21467
1404,US-IN-121,Indiana,Parke,20534,17210
593,US-IN-123,Indiana,Perry,20934,19450
1982,US-IN-125,Indiana,Pike,22245,12780
18757,US-IN-127,Indiana,Porter,28669,165168
1193,US-IN-129,Indiana,Posey,29187,25713
804,US-IN-131,Indiana,Pulaski,21641,13253
3132,US-IN-133,Indiana,Putnam,21520,37799
273,US-IN-135,Indiana,Randolph,21592,25975
753,US-IN-137,Indiana,Ripley,22059,28636
220,US-IN-139,Indiana,Rush,23396,17257
1257,US-IN-143,Indiana,Scott,20481,24035
541,US-IN-145,Indiana,Shelby,24459,44511
1322,US-IN-147,Indiana,Spencer,23641,20960
19062,US-IN-141,Indiana,St. Joseph,23509,266694
1575,US-IN-149,Indiana,Starke,19773,23267
3246,US-IN-151,Indiana,Steuben,23975,34190
3156,US-IN-153,Indiana,Sullivan,19821,21321
184,US-IN-155,Indiana,Switzerland,20019,10534
33359,US-IN-157,Indiana,Tippecanoe,23691,175628
297,US-IN-159,Indiana,Tipton,25093,15834
3773,US-IN-161,Indiana,Union,20883,7420
7193,US-IN-163,Indiana,Vanderburgh,24378,180233
1264,US-IN-165,Indiana,Vermillion,22875,16098
5236,US-IN-167,Indiana,Vigo,21192,108084
1242,US-IN-169,Indiana,Wabash,21201,32650
705,US-IN-171,Indiana,Warren,27390,8464
10544,US-IN-173,Indiana,Warrick,29927,60163
586,US-IN-175,Indiana,Washington,21370,28064
2813,US-IN-177,Indiana,Wayne,21114,68557
1016,US-IN-179,Indiana,Wells,24269,27707
1522,US-IN-181,Indiana,White,23666,24542
714,US-IN-183,Indiana,Whitley,24613,33274
440,US-IA-001,Iowa,Adair,25564,7588
153,US-IA-003,Iowa,Adams,23707,3973
1992,US-IA-005,Iowa,Allamakee,24926,14242
800,US-IA-007,Iowa,Appanoose,21599,12808
163,US-IA-009,Iowa,Audubon,30919,6002
782,US-IA-011,Iowa,Benton,26624,25971
8837,US-IA-013,Iowa,Black Hawk,24273,131468
1549,US-IA-015,Iowa,Boone,27149,26310
1675,US-IA-017,Iowa,Bremer,28727,24387
692,US-IA-019,Iowa,Buchanan,27038,20954
287,US-IA-021,Iowa,Buena Vista,22899,20350
1007,US-IA-023,Iowa,Butler,25269,14909
574,US-IA-025,Iowa,Calhoun,25766,9952
1015,US-IA-027,Iowa,Carroll,25430,20732
796,US-IA-029,Iowa,Cass,25448,13793
670,US-IA-031,Iowa,Cedar,26567,18452
1095,US-IA-033,Iowa,Cerro Gordo,27291,43932
242,US-IA-035,Iowa,Cherokee,26330,12013
228,US-IA-037,Iowa,Chickasaw,24139,12379
275,US-IA-039,Iowa,Clarke,23472,9311
795,US-IA-041,Iowa,Clay,29060,16604
1376,US-IA-043,Iowa,Clayton,25074,17990
565,US-IA-045,Iowa,Clinton,25966,48896
135,US-IA-047,Iowa,Crawford,22748,17205
3775,US-IA-049,Iowa,Dallas,35844,69526
157,US-IA-051,Iowa,Davis,22210,8755
542,US-IA-053,Iowa,Decatur,18845,8308
265,US-IA-055,Iowa,Delaware,26261,17665
1836,US-IA-057,Iowa,Des Moines,24408,40301
1976,US-IA-059,Iowa,Dickinson,31790,16818
5281,US-IA-061,Iowa,Dubuque,26254,94411
327,US-IA-063,Iowa,Emmet,27908,10141
530,US-IA-065,Iowa,Fayette,23391,20822
479,US-IA-067,Iowa,Floyd,24590,16177
280,US-IA-069,Iowa,Franklin,26102,10623
1093,US-IA-071,Iowa,Fremont,26930,7291
1461,US-IA-073,Iowa,Greene,26205,9255
286,US-IA-075,Iowa,Grundy,31164,12416
567,US-IA-077,Iowa,Guthrie,28030,10843
641,US-IA-079,Iowa,Hamilton,24510,15486
473,US-IA-081,Iowa,Hancock,25814,11243
705,US-IA-083,Iowa,Hardin,25153,17453
2015,US-IA-085,Iowa,Harrison,26184,14729
370,US-IA-087,Iowa,Henry,22687,20188
303,US-IA-089,Iowa,Howard,24286,9560
125,US-IA-091,Iowa,Humboldt,26746,9776
222,US-IA-093,Iowa,Ida,25869,7099
1132,US-IA-095,Iowa,Iowa,28068,16323
1659,US-IA-097,Iowa,Jackson,24493,19737
2874,US-IA-099,Iowa,Jasper,24905,36710
3605,US-IA-101,Iowa,Jefferson,27593,16800
18532,US-IA-103,Iowa,Johnson,29592,134034
519,US-IA-105,Iowa,Jones,26762,20637
293,US-IA-107,Iowa,Keokuk,22243,10428
559,US-IA-109,Iowa,Kossuth,29127,15437
1373,US-IA-111,Iowa,Lee,22649,35736
14229,US-IA-113,Iowa,Linn,29943,213425
1588,US-IA-115,Iowa,Louisa,24272,11348
1592,US-IA-117,Iowa,Lucas,21126,8840
263,US-IA-119,Iowa,Lyon,23683,11659
1519,US-IA-121,Iowa,Madison,27685,15606
215,US-IA-123,Iowa,Mahaska,23788,22428
2837,US-IA-125,Iowa,Marion,25477,33318
957,US-IA-127,Iowa,Marshall,24117,40800
535,US-IA-129,Iowa,Mills,27101,14983
80,US-IA-131,Iowa,Mitchell,24518,10739
641,US-IA-133,Iowa,Monona,24557,9208
362,US-IA-135,Iowa,Monroe,24508,8010
119,US-IA-137,Iowa,Montgomery,22868,10625
1117,US-IA-139,Iowa,Muscatine,25038,42798
305,US-IA-141,Iowa,O'Brien,28086,14249
106,US-IA-143,Iowa,Osceola,24653,6335
134,US-IA-145,Iowa,Page,23496,15838
326,US-IA-147,Iowa,Palo Alto,25055,9352
440,US-IA-149,Iowa,Plymouth,27942,24923
638,US-IA-151,Iowa,Pocahontas,25556,7243
25763,US-IA-153,Iowa,Polk,30442,438307
3941,US-IA-155,Iowa,Pottawattamie,25847,92962
1923,US-IA-157,Iowa,Poweshiek,25318,18804
626,US-IA-159,Iowa,Ringgold,23324,5107
611,US-IA-161,Iowa,Sac,26350,10227
5324,US-IA-163,Iowa,Scott,28948,167080
257,US-IA-165,Iowa,Shelby,26387,12088
1206,US-IA-167,Iowa,Sioux,24324,34050
8211,US-IA-169,Iowa,Story,25986,90750
1089,US-IA-171,Iowa,Tama,25311,17661
147,US-IA-173,Iowa,Taylor,23793,6256
402,US-IA-175,Iowa,Union,23007,12547
933,US-IA-177,Iowa,Van Buren,21368,7517
363,US-IA-179,Iowa,Wapello,22699,35469
1719,US-IA-181,Iowa,Warren,29088,46631
800,US-IA-183,Iowa,Washington,26459,21834
472,US-IA-185,Iowa,Wayne,22127,6382
333,US-IA-187,Iowa,Webster,24203,37626
1351,US-IA-189,Iowa,Winnebago,24547,10732
1576,US-IA-191,Iowa,Winneshiek,25062,21038
2541,US-IA-193,Iowa,Woodbury,23269,102155
391,US-IA-195,Iowa,Worth,26187,7562
184,US-IA-197,Iowa,Wright,25827,13092
899,US-KS-001,Kansas,Allen,20552,13318
822,US-KS-003,Kansas,Anderson,22139,8021
1515,US-KS-005,Kansas,Atchison,21909,16839
822,US-KS-007,Kansas,Barber,26229,4898
7498,US-KS-009,Kansas,Barton,25800,27602
671,US-KS-011,Kansas,Bourbon,19340,15004
2106,US-KS-013,Kansas,Brown,21046,9969
3036,US-KS-015,Kansas,Butler,27329,65786
1302,US-KS-017,Kansas,Chase,21775,2763
511,US-KS-019,Kansas,Chautauqua,21245,3614
1627,US-KS-021,Kansas,Cherokee,19580,21361
1974,US-KS-023,Kansas,Cheyenne,23677,2708
914,US-KS-025,Kansas,Clark,25385,2188
927,US-KS-027,Kansas,Clay,24503,8500
610,US-KS-029,Kansas,Cloud,20467,9419
2380,US-KS-031,Kansas,Coffey,27627,8516
1117,US-KS-033,Kansas,Comanche,21041,1905
1686,US-KS-035,Kansas,Cowley,21519,36232
1733,US-KS-037,Kansas,Crawford,20974,39182
228,US-KS-039,Kansas,Decatur,27154,2933
840,US-KS-041,Kansas,Dickinson,23895,19734
481,US-KS-043,Kansas,Doniphan,22713,7905
25115,US-KS-045,Kansas,Douglas,26342,112210
687,US-KS-047,Kansas,Edwards,24714,2998
350,US-KS-049,Kansas,Elk,20322,2782
3332,US-KS-051,Kansas,Ellis,24291,28746
2682,US-KS-053,Kansas,Ellsworth,22789,6454
2270,US-KS-055,Kansas,Finney,21629,36920
3229,US-KS-057,Kansas,Ford,19994,34217
1657,US-KS-059,Kansas,Franklin,22979,25870
2622,US-KS-061,Kansas,Geary,21408,35583
680,US-KS-063,Kansas,Gove,26233,2835
238,US-KS-065,Kansas,Graham,28146,2604
747,US-KS-067,Kansas,Grant,26370,7869
871,US-KS-069,Kansas,Gray,25537,6012
317,US-KS-071,Kansas,Greeley,32650,1202
611,US-KS-073,Kansas,Greenwood,22280,6582
564,US-KS-075,Kansas,Hamilton,24510,2645
892,US-KS-077,Kansas,Harper,22820,5951
5965,US-KS-079,Kansas,Harvey,23775,34722
555,US-KS-081,Kansas,Haskell,25114,4219
1125,US-KS-083,Kansas,Hodgeman,30440,1946
2266,US-KS-085,Kansas,Jackson,24117,13430
4118,US-KS-087,Kansas,Jefferson,26280,18971
559,US-KS-089,Kansas,Jewell,23134,3061
40851,US-KS-091,Kansas,Johnson,38827,552947
468,US-KS-093,Kansas,Kearny,22292,3956
906,US-KS-095,Kansas,Kingman,24026,7860
2940,US-KS-097,Kansas,Kiowa,23232,2527
1166,US-KS-099,Kansas,Labette,22394,21369
379,US-KS-101,Kansas,Lane,31694,1616
6609,US-KS-103,Kansas,Leavenworth,27017,77002
724,US-KS-105,Kansas,Lincoln,23686,3199
3583,US-KS-107,Kansas,Linn,26224,9580
659,US-KS-109,Kansas,Logan,25328,2775
2442,US-KS-111,Kansas,Lyon,19789,33624
2123,US-KS-115,Kansas,Marion,22269,12491
311,US-KS-117,Kansas,Marshall,25262,10057
1637,US-KS-113,Kansas,McPherson,27462,29297
695,US-KS-119,Kansas,Meade,21990,4486
4167,US-KS-121,Kansas,Miami,28412,32682
528,US-KS-123,Kansas,Mitchell,26911,6368
790,US-KS-125,Kansas,Montgomery,21332,34869
821,US-KS-127,Kansas,Morris,24680,5869
4143,US-KS-129,Kansas,Morton,22378,3182
304,US-KS-131,Kansas,Nemaha,24550,10149
3858,US-KS-133,Kansas,Neosho,21163,16477
527,US-KS-135,Kansas,Ness,30223,3095
377,US-KS-137,Kansas,Norton,22942,5640
3475,US-KS-139,Kansas,Osage,24789,16260
2162,US-KS-141,Kansas,Osborne,26313,3846
602,US-KS-143,Kansas,Ottawa,26614,6078
1080,US-KS-145,Kansas,Pawnee,23230,6971
481,US-KS-147,Kansas,Phillips,23772,5573
8468,US-KS-149,Kansas,Pottawatomie,24892,22009
1336,US-KS-151,Kansas,Pratt,26209,9730
294,US-KS-153,Kansas,Rawlins,26897,2545
7115,US-KS-155,Kansas,Reno,23382,64319
453,US-KS-157,Kansas,Republic,25531,4919
884,US-KS-159,Kansas,Rice,23068,10055
14506,US-KS-161,Kansas,Riley,22948,73243
1598,US-KS-163,Kansas,Rooks,23768,5189
573,US-KS-165,Kansas,Rush,24175,3233
3361,US-KS-167,Kansas,Russell,24683,6945
3658,US-KS-169,Kansas,Saline,24935,55633
1012,US-KS-171,Kansas,Scott,26274,4930
12282,US-KS-173,Kansas,Sedgwick,25603,500768
643,US-KS-175,Kansas,Seward,19015,23146
13770,US-KS-177,Kansas,Shawnee,26057,178378
724,US-KS-179,Kansas,Sheridan,26841,2553
819,US-KS-181,Kansas,Sherman,21476,6063
469,US-KS-183,Kansas,Smith,26811,3790
7647,US-KS-185,Kansas,Stafford,23240,4391
2104,US-KS-187,Kansas,Stanton,21712,2210
662,US-KS-189,Kansas,Stevens,24950,5713
1614,US-KS-191,Kansas,Sumner,22972,23884
628,US-KS-193,Kansas,Thomas,26903,7902
803,US-KS-195,Kansas,Trego,23095,2981
1842,US-KS-197,Kansas,Wabaunsee,24199,7050
314,US-KS-199,Kansas,Wallace,25429,1568
481,US-KS-201,Kansas,Washington,22621,5763
302,US-KS-203,Kansas,Wichita,23799,2231
670,US-KS-205,Kansas,Wilson,19929,9269
603,US-KS-207,Kansas,Woodson,21774,3278
3680,US-KS-209,Kansas,Wyandotte,18957,158348
1215,US-KY-001,Kentucky,Adair,17371,18696
971,US-KY-003,Kentucky,Allen,19086,20123
1007,US-KY-005,Kentucky,Anderson,24161,21575
534,US-KY-007,Kentucky,Ballard,24781,8282
2455,US-KY-009,Kentucky,Barren,19745,42504
420,US-KY-011,Kentucky,Bath,16367,11732
566,US-KY-013,Kentucky,Bell,15091,28409
2945,US-KY-015,Kentucky,Boone,29235,121214
174,US-KY-017,Kentucky,Bourbon,22893,19999
7164,US-KY-019,Kentucky,Boyd,24530,49314
785,US-KY-021,Kentucky,Boyle,22249,28701
173,US-KY-023,Kentucky,Bracken,20918,8472
88,US-KY-025,Kentucky,Breathitt,14706,13776
192,US-KY-027,Kentucky,Breckinridge,18101,20059
2897,US-KY-029,Kentucky,Bullitt,24308,75250
85,US-KY-031,Kentucky,Butler,18136,12746
106,US-KY-033,Kentucky,Caldwell,20327,12946
1747,US-KY-035,Kentucky,Calloway,21490,37383
2411,US-KY-037,Kentucky,Campbell,26945,90606
167,US-KY-039,Kentucky,Carlisle,21500,5064
265,US-KY-041,Kentucky,Carroll,19429,10902
639,US-KY-043,Kentucky,Carter,19204,27493
830,US-KY-045,Kentucky,Casey,15603,16006
2038,US-KY-047,Kentucky,Christian,19773,74169
441,US-KY-049,Kentucky,Clark,24524,35608
49,US-KY-051,Kentucky,Clay,13542,21633
165,US-KY-053,Kentucky,Clinton,16795,10210
112,US-KY-055,Kentucky,Crittenden,21375,9283
176,US-KY-057,Kentucky,Cumberland,17697,6842
1014,US-KY-059,Kentucky,Daviess,22963,97230
1672,US-KY-061,Kentucky,Edmonson,19481,12148
103,US-KY-063,Kentucky,Elliott,14040,7784
167,US-KY-065,Kentucky,Estill,16435,14601
15767,US-KY-067,Kentucky,Fayette,29251,300843
187,US-KY-069,Kentucky,Fleming,19304,14435
104,US-KY-071,Kentucky,Floyd,17716,39448
2709,US-KY-073,Kentucky,Franklin,26243,49390
2206,US-KY-075,Kentucky,Fulton,18602,6650
306,US-KY-077,Kentucky,Gallatin,19020,8525
214,US-KY-079,Kentucky,Garrard,21341,16896
709,US-KY-081,Kentucky,Grant,19829,24685
218,US-KY-083,Kentucky,Graves,20746,37329
302,US-KY-085,Kentucky,Grayson,19115,25833
77,US-KY-087,Kentucky,Green,17984,11252
531,US-KY-089,Kentucky,Greenup,22035,36822
48,US-KY-091,Kentucky,Hancock,22686,8608
3482,US-KY-093,Kentucky,Hardin,24147,106211
279,US-KY-095,Kentucky,Harlan,16257,29012
398,US-KY-097,Kentucky,Harrison,21424,18693
1961,US-KY-099,Kentucky,Hart,17273,18345
5893,US-KY-101,Kentucky,Henderson,22746,46303
231,US-KY-103,Kentucky,Henry,21923,15425
165,US-KY-105,Kentucky,Hickman,19292,4834
1972,US-KY-107,Kentucky,Hopkins,22132,46810
186,US-KY-109,Kentucky,Jackson,15880,13418
30029,US-KY-111,Kentucky,Jefferson,27925,746580
1824,US-KY-113,Kentucky,Jessamine,25637,49112
175,US-KY-115,Kentucky,Johnson,19445,23377
3508,US-KY-117,Kentucky,Kenton,27704,160828
82,US-KY-119,Kentucky,Knott,18448,16217
122,US-KY-121,Kentucky,Knox,14367,31865
513,US-KY-123,Kentucky,Larue,19611,14149
1309,US-KY-125,Kentucky,Laurel,19923,59178
142,US-KY-127,Kentucky,Lawrence,17960,15877
86,US-KY-129,Kentucky,Lee,13969,7554
144,US-KY-131,Kentucky,Leslie,16424,11220
234,US-KY-133,Kentucky,Letcher,17886,24202
104,US-KY-135,Kentucky,Lewis,16132,13859
887,US-KY-137,Kentucky,Lincoln,17420,24602
782,US-KY-139,Kentucky,Livingston,19795,9467
828,US-KY-141,Kentucky,Logan,19143,26822
2121,US-KY-143,Kentucky,Lyon,22123,8394
7693,US-KY-151,Kentucky,Madison,21800,83976
32,US-KY-153,Kentucky,Magoffin,15118,13179
95,US-KY-155,Kentucky,Marion,18865,19943
4195,US-KY-157,Kentucky,Marshall,22381,31296
21,US-KY-159,Kentucky,Martin,15525,12835
397,US-KY-161,Kentucky,Mason,23347,17452
1199,US-KY-145,Kentucky,McCracken,25957,65610
699,US-KY-147,Kentucky,McCreary,11818,18163
140,US-KY-149,Kentucky,McLean,19984,9524
228,US-KY-163,Kentucky,Meade,20898,29028
232,US-KY-165,Kentucky,Menifee,15942,6334
935,US-KY-167,Kentucky,Mercer,24138,21313
459,US-KY-169,Kentucky,Metcalfe,17171,10043
192,US-KY-171,Kentucky,Monroe,16656,10874
143,US-KY-173,Kentucky,Montgomery,20436,26762
78,US-KY-175,Kentucky,Morgan,16233,13657
1456,US-KY-177,Kentucky,Muhlenberg,20008,31427
1291,US-KY-179,Kentucky,Nelson,23545,43905
96,US-KY-181,Kentucky,Nicholas,20450,7085
411,US-KY-183,Kentucky,Ohio,19005,23955
3011,US-KY-185,Kentucky,Oldham,33591,60940
275,US-KY-187,Kentucky,Owen,23991,10807
24,US-KY-189,Kentucky,Owsley,13611,4738
